point_id,lat,lon,year,month,period,sms_cm_ewh
LAT-7.75_LON116.75,-7.75,116.75,2006,10,2006-10,
LAT-7.75_LON117.25,-7.75,117.25,2006,10,2006-10,
LAT-7.75_LON117.75,-7.75,117.75,2006,10,2006-10,
LAT-7.75_LON118.25,-7.75,118.25,2006,10,2006-10,
LAT-7.75_LON118.75,-7.75,118.75,2006,10,2006-10,
LAT-7.75_LON119.25,-7.75,119.25,2006,10,2006-10,
LAT-9.25_LON115.75,-9.25,115.75,2006,11,2006-11,
LAT-9.25_LON116.25,-9.25,116.25,2006,11,2006-11,
LAT-9.25_LON116.75,-9.25,116.75,2006,11,2006-11,
LAT-9.25_LON117.25,-9.25,117.25,2006,11,2006-11,
LAT-9.25_LON117.75,-9.25,117.75,2006,11,2006-11,
LAT-9.25_LON118.25,-9.25,118.25,2006,11,2006-11,
LAT-9.25_LON118.75,-9.25,118.75,2006,11,2006-11,
LAT-9.25_LON119.25,-9.25,119.25,2006,11,2006-11,
LAT-8.75_LON115.75,-8.75,115.75,2006,11,2006-11,
LAT-8.75_LON116.25,-8.75,116.25,2006,11,2006-11,20.960098453164107
LAT-8.75_LON116.75,-8.75,116.75,2006,11,2006-11,
LAT-8.75_LON117.25,-8.75,117.25,2006,11,2006-11,18.096798340439804
LAT-8.75_LON117.75,-8.75,117.75,2006,11,2006-11,
LAT-8.75_LON118.25,-8.75,118.25,2006,11,2006-11,
LAT-8.75_LON118.75,-8.75,118.75,2006,11,2006-11,22.52318526629608
LAT-8.75_LON119.25,-8.75,119.25,2006,11,2006-11,
LAT-8.25_LON115.75,-8.25,115.75,2006,11,2006-11,
LAT-8.25_LON116.25,-8.25,116.25,2006,11,2006-11,
LAT-8.25_LON116.75,-8.25,116.75,2006,11,2006-11,
LAT-8.25_LON117.25,-8.25,117.25,2006,11,2006-11,
LAT-8.25_LON117.75,-8.25,117.75,2006,11,2006-11,14.02498373087246
LAT-8.25_LON118.25,-8.25,118.25,2006,11,2006-11,
LAT-8.25_LON118.75,-8.25,118.75,2006,11,2006-11,
LAT-8.25_LON119.25,-8.25,119.25,2006,11,2006-11,
LAT-7.75_LON115.75,-7.75,115.75,2006,11,2006-11,
LAT-7.75_LON116.25,-7.75,116.25,2006,11,2006-11,
LAT-7.75_LON116.75,-7.75,116.75,2006,11,2006-11,
LAT-7.75_LON117.25,-7.75,117.25,2006,11,2006-11,
LAT-7.75_LON117.75,-7.75,117.75,2006,11,2006-11,
LAT-7.75_LON118.25,-7.75,118.25,2006,11,2006-11,
LAT-7.75_LON118.75,-7.75,118.75,2006,11,2006-11,
LAT-7.75_LON119.25,-7.75,119.25,2006,11,2006-11,
LAT-9.25_LON115.75,-9.25,115.75,2006,12,2006-12,
LAT-9.25_LON116.25,-9.25,116.25,2006,12,2006-12,
LAT-9.25_LON116.75,-9.25,116.75,2006,12,2006-12,
LAT-9.25_LON117.25,-9.25,117.25,2006,12,2006-12,
LAT-9.25_LON117.75,-9.25,117.75,2006,12,2006-12,
LAT-9.25_LON118.25,-9.25,118.25,2006,12,2006-12,
LAT-9.25_LON118.75,-9.25,118.75,2006,12,2006-12,
LAT-9.25_LON119.25,-9.25,119.25,2006,12,2006-12,
LAT-8.75_LON115.75,-8.75,115.75,2006,12,2006-12,
LAT-8.75_LON116.25,-8.75,116.25,2006,12,2006-12,21.834164198329383
LAT-8.75_LON116.75,-8.75,116.75,2006,12,2006-12,
LAT-8.75_LON117.25,-8.75,117.25,2006,12,2006-12,18.563220935483137
LAT-8.75_LON117.75,-8.75,117.75,2006,12,2006-12,
LAT-8.75_LON118.25,-8.75,118.25,2006,12,2006-12,
LAT-8.75_LON118.75,-8.75,118.75,2006,12,2006-12,22.10968839541558
LAT-8.75_LON119.25,-8.75,119.25,2006,12,2006-12,
LAT-8.25_LON115.75,-8.25,115.75,2006,12,2006-12,
LAT-8.25_LON116.25,-8.25,116.25,2006,12,2006-12,
LAT-8.25_LON116.75,-8.25,116.75,2006,12,2006-12,
LAT-8.25_LON117.25,-8.25,117.25,2006,12,2006-12,
LAT-8.25_LON117.75,-8.25,117.75,2006,12,2006-12,13.359850978966685
LAT-8.25_LON118.25,-8.25,118.25,2006,12,2006-12,
LAT-8.25_LON118.75,-8.25,118.75,2006,12,2006-12,
LAT-8.25_LON119.25,-8.25,119.25,2006,12,2006-12,
LAT-7.75_LON115.75,-7.75,115.75,2006,12,2006-12,
LAT-7.75_LON116.25,-7.75,116.25,2006,12,2006-12,
LAT-7.75_LON116.75,-7.75,116.75,2006,12,2006-12,
LAT-7.75_LON117.25,-7.75,117.25,2006,12,2006-12,
LAT-7.75_LON117.75,-7.75,117.75,2006,12,2006-12,
LAT-7.75_LON118.25,-7.75,118.25,2006,12,2006-12,
LAT-7.75_LON118.75,-7.75,118.75,2006,12,2006-12,
LAT-7.75_LON119.25,-7.75,119.25,2006,12,2006-12,
LAT-9.25_LON115.75,-9.25,115.75,2007,1,2007-01,
LAT-9.25_LON116.25,-9.25,116.25,2007,1,2007-01,
LAT-9.25_LON116.75,-9.25,116.75,2007,1,2007-01,
LAT-9.25_LON117.25,-9.25,117.25,2007,1,2007-01,
LAT-9.25_LON117.75,-9.25,117.75,2007,1,2007-01,
LAT-9.25_LON118.25,-9.25,118.25,2007,1,2007-01,
LAT-9.25_LON118.75,-9.25,118.75,2007,1,2007-01,
LAT-9.25_LON119.25,-9.25,119.25,2007,1,2007-01,
LAT-8.75_LON115.75,-8.75,115.75,2007,1,2007-01,
LAT-8.75_LON116.25,-8.75,116.25,2007,1,2007-01,35.9859552568774
LAT-8.75_LON116.75,-8.75,116.75,2007,1,2007-01,
LAT-8.75_LON117.25,-8.75,117.25,2007,1,2007-01,32.493675215475015
LAT-8.75_LON117.75,-8.75,117.75,2007,1,2007-01,
LAT-8.75_LON118.25,-8.75,118.25,2007,1,2007-01,
LAT-8.75_LON118.75,-8.75,118.75,2007,1,2007-01,31.90425439903813
LAT-8.75_LON119.25,-8.75,119.25,2007,1,2007-01,
LAT-8.25_LON115.75,-8.25,115.75,2007,1,2007-01,
LAT-8.25_LON116.25,-8.25,116.25,2007,1,2007-01,
LAT-8.25_LON116.75,-8.25,116.75,2007,1,2007-01,
LAT-8.25_LON117.25,-8.25,117.25,2007,1,2007-01,
LAT-8.25_LON117.75,-8.25,117.75,2007,1,2007-01,27.967473221132828
LAT-8.25_LON118.25,-8.25,118.25,2007,1,2007-01,
LAT-8.25_LON118.75,-8.25,118.75,2007,1,2007-01,
LAT-8.25_LON119.25,-8.25,119.25,2007,1,2007-01,
LAT-7.75_LON115.75,-7.75,115.75,2007,1,2007-01,
LAT-7.75_LON116.25,-7.75,116.25,2007,1,2007-01,
LAT-7.75_LON116.75,-7.75,116.75,2007,1,2007-01,
LAT-7.75_LON117.25,-7.75,117.25,2007,1,2007-01,
LAT-7.75_LON117.75,-7.75,117.75,2007,1,2007-01,
LAT-7.75_LON118.25,-7.75,118.25,2007,1,2007-01,
LAT-7.75_LON118.75,-7.75,118.75,2007,1,2007-01,
LAT-7.75_LON119.25,-7.75,119.25,2007,1,2007-01,
LAT-9.25_LON115.75,-9.25,115.75,2007,2,2007-02,
LAT-9.25_LON116.25,-9.25,116.25,2007,2,2007-02,
LAT-9.25_LON116.75,-9.25,116.75,2007,2,2007-02,
LAT-9.25_LON117.25,-9.25,117.25,2007,2,2007-02,
LAT-9.25_LON117.75,-9.25,117.75,2007,2,2007-02,
LAT-9.25_LON118.25,-9.25,118.25,2007,2,2007-02,
LAT-9.25_LON118.75,-9.25,118.75,2007,2,2007-02,
LAT-9.25_LON119.25,-9.25,119.25,2007,2,2007-02,
LAT-8.75_LON115.75,-8.75,115.75,2007,2,2007-02,
LAT-8.75_LON116.25,-8.75,116.25,2007,2,2007-02,33.93502825856209
LAT-8.75_LON116.75,-8.75,116.75,2007,2,2007-02,
LAT-8.75_LON117.25,-8.75,117.25,2007,2,2007-02,32.16906782226904
LAT-8.75_LON117.75,-8.75,117.75,2007,2,2007-02,
LAT-8.75_LON118.25,-8.75,118.25,2007,2,2007-02,
LAT-8.75_LON118.75,-8.75,118.75,2007,2,2007-02,30.48824830727915
LAT-8.75_LON119.25,-8.75,119.25,2007,2,2007-02,
LAT-8.25_LON115.75,-8.25,115.75,2007,2,2007-02,
LAT-8.25_LON116.25,-8.25,116.25,2007,2,2007-02,
LAT-8.25_LON116.75,-8.25,116.75,2007,2,2007-02,
LAT-8.25_LON117.25,-8.25,117.25,2007,2,2007-02,
LAT-8.25_LON117.75,-8.25,117.75,2007,2,2007-02,29.39397629950727
LAT-8.25_LON118.25,-8.25,118.25,2007,2,2007-02,
LAT-8.25_LON118.75,-8.25,118.75,2007,2,2007-02,
LAT-8.25_LON119.25,-8.25,119.25,2007,2,2007-02,
LAT-7.75_LON115.75,-7.75,115.75,2007,2,2007-02,
LAT-7.75_LON116.25,-7.75,116.25,2007,2,2007-02,
LAT-7.75_LON116.75,-7.75,116.75,2007,2,2007-02,
LAT-7.75_LON117.25,-7.75,117.25,2007,2,2007-02,
LAT-7.75_LON117.75,-7.75,117.75,2007,2,2007-02,
LAT-7.75_LON118.25,-7.75,118.25,2007,2,2007-02,
LAT-7.75_LON118.75,-7.75,118.75,2007,2,2007-02,
LAT-7.75_LON119.25,-7.75,119.25,2007,2,2007-02,
LAT-9.25_LON115.75,-9.25,115.75,2007,3,2007-03,
LAT-9.25_LON116.25,-9.25,116.25,2007,3,2007-03,
LAT-9.25_LON116.75,-9.25,116.75,2007,3,2007-03,
LAT-9.25_LON117.25,-9.25,117.25,2007,3,2007-03,
LAT-9.25_LON117.75,-9.25,117.75,2007,3,2007-03,
LAT-9.25_LON118.25,-9.25,118.25,2007,3,2007-03,
LAT-9.25_LON118.75,-9.25,118.75,2007,3,2007-03,
LAT-9.25_LON119.25,-9.25,119.25,2007,3,2007-03,
LAT-8.75_LON115.75,-8.75,115.75,2007,3,2007-03,
LAT-8.75_LON116.25,-8.75,116.25,2007,3,2007-03,42.4121785460749
LAT-8.75_LON116.75,-8.75,116.75,2007,3,2007-03,
LAT-8.75_LON117.25,-8.75,117.25,2007,3,2007-03,43.27395545882561
LAT-8.75_LON117.75,-8.75,117.75,2007,3,2007-03,
LAT-8.75_LON118.25,-8.75,118.25,2007,3,2007-03,
LAT-8.75_LON118.75,-8.75,118.75,2007,3,2007-03,38.51450256555314
LAT-8.75_LON119.25,-8.75,119.25,2007,3,2007-03,
LAT-8.25_LON115.75,-8.25,115.75,2007,3,2007-03,
LAT-8.25_LON116.25,-8.25,116.25,2007,3,2007-03,
LAT-8.25_LON116.75,-8.25,116.75,2007,3,2007-03,
LAT-8.25_LON117.25,-8.25,117.25,2007,3,2007-03,
LAT-8.25_LON117.75,-8.25,117.75,2007,3,2007-03,41.574882500479305
LAT-8.25_LON118.25,-8.25,118.25,2007,3,2007-03,
LAT-8.25_LON118.75,-8.25,118.75,2007,3,2007-03,
LAT-8.25_LON119.25,-8.25,119.25,2007,3,2007-03,
LAT-7.75_LON115.75,-7.75,115.75,2007,3,2007-03,
LAT-7.75_LON116.25,-7.75,116.25,2007,3,2007-03,
LAT-7.75_LON116.75,-7.75,116.75,2007,3,2007-03,
LAT-7.75_LON117.25,-7.75,117.25,2007,3,2007-03,
LAT-7.75_LON117.75,-7.75,117.75,2007,3,2007-03,
LAT-7.75_LON118.25,-7.75,118.25,2007,3,2007-03,
LAT-7.75_LON118.75,-7.75,118.75,2007,3,2007-03,
LAT-7.75_LON119.25,-7.75,119.25,2007,3,2007-03,
LAT-9.25_LON115.75,-9.25,115.75,2007,4,2007-04,
LAT-9.25_LON116.25,-9.25,116.25,2007,4,2007-04,
LAT-9.25_LON116.75,-9.25,116.75,2007,4,2007-04,
LAT-9.25_LON117.25,-9.25,117.25,2007,4,2007-04,
LAT-9.25_LON117.75,-9.25,117.75,2007,4,2007-04,
LAT-9.25_LON118.25,-9.25,118.25,2007,4,2007-04,
LAT-9.25_LON118.75,-9.25,118.75,2007,4,2007-04,
LAT-9.25_LON119.25,-9.25,119.25,2007,4,2007-04,
LAT-8.75_LON115.75,-8.75,115.75,2007,4,2007-04,
LAT-8.75_LON116.25,-8.75,116.25,2007,4,2007-04,41.79375853077572
LAT-8.75_LON116.75,-8.75,116.75,2007,4,2007-04,
LAT-8.75_LON117.25,-8.75,117.25,2007,4,2007-04,43.38792455395061
LAT-8.75_LON117.75,-8.75,117.75,2007,4,2007-04,
LAT-8.75_LON118.25,-8.75,118.25,2007,4,2007-04,
LAT-8.75_LON118.75,-8.75,118.75,2007,4,2007-04,37.993272535562525
LAT-8.75_LON119.25,-8.75,119.25,2007,4,2007-04,
LAT-8.25_LON115.75,-8.25,115.75,2007,4,2007-04,
LAT-8.25_LON116.25,-8.25,116.25,2007,4,2007-04,
LAT-8.25_LON116.75,-8.25,116.75,2007,4,2007-04,
LAT-8.25_LON117.25,-8.25,117.25,2007,4,2007-04,
LAT-8.25_LON117.75,-8.25,117.75,2007,4,2007-04,40.32143318351111
LAT-8.25_LON118.25,-8.25,118.25,2007,4,2007-04,
LAT-8.25_LON118.75,-8.25,118.75,2007,4,2007-04,
LAT-8.25_LON119.25,-8.25,119.25,2007,4,2007-04,
LAT-7.75_LON115.75,-7.75,115.75,2007,4,2007-04,
LAT-7.75_LON116.25,-7.75,116.25,2007,4,2007-04,
LAT-7.75_LON116.75,-7.75,116.75,2007,4,2007-04,
LAT-7.75_LON117.25,-7.75,117.25,2007,4,2007-04,
LAT-7.75_LON117.75,-7.75,117.75,2007,4,2007-04,
LAT-7.75_LON118.25,-7.75,118.25,2007,4,2007-04,
LAT-7.75_LON118.75,-7.75,118.75,2007,4,2007-04,
LAT-7.75_LON119.25,-7.75,119.25,2007,4,2007-04,
LAT-9.25_LON115.75,-9.25,115.75,2007,5,2007-05,
LAT-9.25_LON116.25,-9.25,116.25,2007,5,2007-05,
LAT-9.25_LON116.75,-9.25,116.75,2007,5,2007-05,
LAT-9.25_LON117.25,-9.25,117.25,2007,5,2007-05,
LAT-9.25_LON117.75,-9.25,117.75,2007,5,2007-05,
LAT-9.25_LON118.25,-9.25,118.25,2007,5,2007-05,
LAT-9.25_LON118.75,-9.25,118.75,2007,5,2007-05,
LAT-9.25_LON119.25,-9.25,119.25,2007,5,2007-05,
LAT-8.75_LON115.75,-8.75,115.75,2007,5,2007-05,
LAT-8.75_LON116.25,-8.75,116.25,2007,5,2007-05,36.8414305898451
LAT-8.75_LON116.75,-8.75,116.75,2007,5,2007-05,
LAT-8.75_LON117.25,-8.75,117.25,2007,5,2007-05,38.39468613439989
LAT-8.75_LON117.75,-8.75,117.75,2007,5,2007-05,
LAT-8.75_LON118.25,-8.75,118.25,2007,5,2007-05,
LAT-8.75_LON118.75,-8.75,118.75,2007,5,2007-05,33.914064692528
LAT-8.75_LON119.25,-8.75,119.25,2007,5,2007-05,
LAT-8.25_LON115.75,-8.25,115.75,2007,5,2007-05,
LAT-8.25_LON116.25,-8.25,116.25,2007,5,2007-05,
LAT-8.25_LON116.75,-8.25,116.75,2007,5,2007-05,
LAT-8.25_LON117.25,-8.25,117.25,2007,5,2007-05,
LAT-8.25_LON117.75,-8.25,117.75,2007,5,2007-05,35.66953582440655
LAT-8.25_LON118.25,-8.25,118.25,2007,5,2007-05,
LAT-8.25_LON118.75,-8.25,118.75,2007,5,2007-05,
LAT-8.25_LON119.25,-8.25,119.25,2007,5,2007-05,
LAT-7.75_LON115.75,-7.75,115.75,2007,5,2007-05,
LAT-7.75_LON116.25,-7.75,116.25,2007,5,2007-05,
LAT-7.75_LON116.75,-7.75,116.75,2007,5,2007-05,
LAT-7.75_LON117.25,-7.75,117.25,2007,5,2007-05,
LAT-7.75_LON117.75,-7.75,117.75,2007,5,2007-05,
LAT-7.75_LON118.25,-7.75,118.25,2007,5,2007-05,
LAT-7.75_LON118.75,-7.75,118.75,2007,5,2007-05,
LAT-7.75_LON119.25,-7.75,119.25,2007,5,2007-05,
LAT-9.25_LON115.75,-9.25,115.75,2007,6,2007-06,
LAT-9.25_LON116.25,-9.25,116.25,2007,6,2007-06,
LAT-9.25_LON116.75,-9.25,116.75,2007,6,2007-06,
LAT-9.25_LON117.25,-9.25,117.25,2007,6,2007-06,
LAT-9.25_LON117.75,-9.25,117.75,2007,6,2007-06,
LAT-9.25_LON118.25,-9.25,118.25,2007,6,2007-06,
LAT-9.25_LON118.75,-9.25,118.75,2007,6,2007-06,
LAT-9.25_LON119.25,-9.25,119.25,2007,6,2007-06,
LAT-8.75_LON115.75,-8.75,115.75,2007,6,2007-06,
LAT-8.75_LON116.25,-8.75,116.25,2007,6,2007-06,33.01940326817831
LAT-8.75_LON116.75,-8.75,116.75,2007,6,2007-06,
LAT-8.75_LON117.25,-8.75,117.25,2007,6,2007-06,33.66340924151738
LAT-8.75_LON117.75,-8.75,117.75,2007,6,2007-06,
LAT-8.75_LON118.25,-8.75,118.25,2007,6,2007-06,
LAT-8.75_LON118.75,-8.75,118.75,2007,6,2007-06,30.195460205753633
LAT-8.75_LON119.25,-8.75,119.25,2007,6,2007-06,
LAT-8.25_LON115.75,-8.25,115.75,2007,6,2007-06,
LAT-8.25_LON116.25,-8.25,116.25,2007,6,2007-06,
LAT-8.25_LON116.75,-8.25,116.75,2007,6,2007-06,
LAT-8.25_LON117.25,-8.25,117.25,2007,6,2007-06,
LAT-8.25_LON117.75,-8.25,117.75,2007,6,2007-06,30.696745662132916
LAT-8.25_LON118.25,-8.25,118.25,2007,6,2007-06,
LAT-8.25_LON118.75,-8.25,118.75,2007,6,2007-06,
LAT-8.25_LON119.25,-8.25,119.25,2007,6,2007-06,
LAT-7.75_LON115.75,-7.75,115.75,2007,6,2007-06,
LAT-7.75_LON116.25,-7.75,116.25,2007,6,2007-06,
LAT-7.75_LON116.75,-7.75,116.75,2007,6,2007-06,
LAT-7.75_LON117.25,-7.75,117.25,2007,6,2007-06,
LAT-7.75_LON117.75,-7.75,117.75,2007,6,2007-06,
LAT-7.75_LON118.25,-7.75,118.25,2007,6,2007-06,
LAT-7.75_LON118.75,-7.75,118.75,2007,6,2007-06,
LAT-7.75_LON119.25,-7.75,119.25,2007,6,2007-06,
LAT-9.25_LON115.75,-9.25,115.75,2007,7,2007-07,
LAT-9.25_LON116.25,-9.25,116.25,2007,7,2007-07,
LAT-9.25_LON116.75,-9.25,116.75,2007,7,2007-07,
LAT-9.25_LON117.25,-9.25,117.25,2007,7,2007-07,
LAT-9.25_LON117.75,-9.25,117.75,2007,7,2007-07,
LAT-9.25_LON118.25,-9.25,118.25,2007,7,2007-07,
LAT-9.25_LON118.75,-9.25,118.75,2007,7,2007-07,
LAT-9.25_LON119.25,-9.25,119.25,2007,7,2007-07,
LAT-8.75_LON115.75,-8.75,115.75,2007,7,2007-07,
LAT-8.75_LON116.25,-8.75,116.25,2007,7,2007-07,29.34127799318685
LAT-8.75_LON116.75,-8.75,116.75,2007,7,2007-07,
LAT-8.75_LON117.25,-8.75,117.25,2007,7,2007-07,29.677670047090892
LAT-8.75_LON117.75,-8.75,117.75,2007,7,2007-07,
LAT-8.75_LON118.25,-8.75,118.25,2007,7,2007-07,
LAT-8.75_LON118.75,-8.75,118.75,2007,7,2007-07,27.359379404283345
LAT-8.75_LON119.25,-8.75,119.25,2007,7,2007-07,
LAT-8.25_LON115.75,-8.25,115.75,2007,7,2007-07,
LAT-8.25_LON116.25,-8.25,116.25,2007,7,2007-07,
LAT-8.25_LON116.75,-8.25,116.75,2007,7,2007-07,
LAT-8.25_LON117.25,-8.25,117.25,2007,7,2007-07,
LAT-8.25_LON117.75,-8.25,117.75,2007,7,2007-07,26.589971623343807
LAT-8.25_LON118.25,-8.25,118.25,2007,7,2007-07,
LAT-8.25_LON118.75,-8.25,118.75,2007,7,2007-07,
LAT-8.25_LON119.25,-8.25,119.25,2007,7,2007-07,
LAT-7.75_LON115.75,-7.75,115.75,2007,7,2007-07,
LAT-7.75_LON116.25,-7.75,116.25,2007,7,2007-07,
LAT-7.75_LON116.75,-7.75,116.75,2007,7,2007-07,
LAT-7.75_LON117.25,-7.75,117.25,2007,7,2007-07,
LAT-7.75_LON117.75,-7.75,117.75,2007,7,2007-07,
LAT-7.75_LON118.25,-7.75,118.25,2007,7,2007-07,
LAT-7.75_LON118.75,-7.75,118.75,2007,7,2007-07,
LAT-7.75_LON119.25,-7.75,119.25,2007,7,2007-07,
LAT-9.25_LON115.75,-9.25,115.75,2007,8,2007-08,
LAT-9.25_LON116.25,-9.25,116.25,2007,8,2007-08,
LAT-9.25_LON116.75,-9.25,116.75,2007,8,2007-08,
LAT-9.25_LON117.25,-9.25,117.25,2007,8,2007-08,
LAT-9.25_LON117.75,-9.25,117.75,2007,8,2007-08,
LAT-9.25_LON118.25,-9.25,118.25,2007,8,2007-08,
LAT-9.25_LON118.75,-9.25,118.75,2007,8,2007-08,
LAT-9.25_LON119.25,-9.25,119.25,2007,8,2007-08,
LAT-8.75_LON115.75,-8.75,115.75,2007,8,2007-08,
LAT-8.75_LON116.25,-8.75,116.25,2007,8,2007-08,25.99160549325326
LAT-8.75_LON116.75,-8.75,116.75,2007,8,2007-08,
LAT-8.75_LON117.25,-8.75,117.25,2007,8,2007-08,25.402652609771298
LAT-8.75_LON117.75,-8.75,117.75,2007,8,2007-08,
LAT-8.75_LON118.25,-8.75,118.25,2007,8,2007-08,
LAT-8.75_LON118.75,-8.75,118.75,2007,8,2007-08,24.895339007069992
LAT-8.75_LON119.25,-8.75,119.25,2007,8,2007-08,
LAT-8.25_LON115.75,-8.25,115.75,2007,8,2007-08,
LAT-8.25_LON116.25,-8.25,116.25,2007,8,2007-08,
LAT-8.25_LON116.75,-8.25,116.75,2007,8,2007-08,
LAT-8.25_LON117.25,-8.25,117.25,2007,8,2007-08,
LAT-8.25_LON117.75,-8.25,117.75,2007,8,2007-08,22.071628902266102
LAT-8.25_LON118.25,-8.25,118.25,2007,8,2007-08,
LAT-8.25_LON118.75,-8.25,118.75,2007,8,2007-08,
LAT-8.25_LON119.25,-8.25,119.25,2007,8,2007-08,
LAT-7.75_LON115.75,-7.75,115.75,2007,8,2007-08,
LAT-7.75_LON116.25,-7.75,116.25,2007,8,2007-08,
LAT-7.75_LON116.75,-7.75,116.75,2007,8,2007-08,
LAT-7.75_LON117.25,-7.75,117.25,2007,8,2007-08,
LAT-7.75_LON117.75,-7.75,117.75,2007,8,2007-08,
LAT-7.75_LON118.25,-7.75,118.25,2007,8,2007-08,
LAT-7.75_LON118.75,-7.75,118.75,2007,8,2007-08,
LAT-7.75_LON119.25,-7.75,119.25,2007,8,2007-08,
LAT-9.25_LON115.75,-9.25,115.75,2007,9,2007-09,
LAT-9.25_LON116.25,-9.25,116.25,2007,9,2007-09,
LAT-9.25_LON116.75,-9.25,116.75,2007,9,2007-09,
LAT-9.25_LON117.25,-9.25,117.25,2007,9,2007-09,
LAT-9.25_LON117.75,-9.25,117.75,2007,9,2007-09,
LAT-9.25_LON118.25,-9.25,118.25,2007,9,2007-09,
LAT-9.25_LON118.75,-9.25,118.75,2007,9,2007-09,
LAT-9.25_LON119.25,-9.25,119.25,2007,9,2007-09,
LAT-8.75_LON115.75,-8.75,115.75,2007,9,2007-09,
LAT-8.75_LON116.25,-8.75,116.25,2007,9,2007-09,23.745987963716207
LAT-8.75_LON116.75,-8.75,116.75,2007,9,2007-09,
LAT-8.75_LON117.25,-8.75,117.25,2007,9,2007-09,21.764998737891503
LAT-8.75_LON117.75,-8.75,117.75,2007,9,2007-09,
LAT-8.75_LON118.25,-8.75,118.25,2007,9,2007-09,
LAT-8.75_LON118.75,-8.75,118.75,2007,9,2007-09,23.287745950301506
LAT-8.75_LON119.25,-8.75,119.25,2007,9,2007-09,
LAT-8.25_LON115.75,-8.25,115.75,2007,9,2007-09,
LAT-8.25_LON116.25,-8.25,116.25,2007,9,2007-09,
LAT-8.25_LON116.75,-8.25,116.75,2007,9,2007-09,
LAT-8.25_LON117.25,-8.25,117.25,2007,9,2007-09,
LAT-8.25_LON117.75,-8.25,117.75,2007,9,2007-09,18.028554215788844
LAT-8.25_LON118.25,-8.25,118.25,2007,9,2007-09,
LAT-8.25_LON118.75,-8.25,118.75,2007,9,2007-09,
LAT-8.25_LON119.25,-8.25,119.25,2007,9,2007-09,
LAT-7.75_LON115.75,-7.75,115.75,2007,9,2007-09,
LAT-7.75_LON116.25,-7.75,116.25,2007,9,2007-09,
LAT-7.75_LON116.75,-7.75,116.75,2007,9,2007-09,
LAT-7.75_LON117.25,-7.75,117.25,2007,9,2007-09,
LAT-7.75_LON117.75,-7.75,117.75,2007,9,2007-09,
LAT-7.75_LON118.25,-7.75,118.25,2007,9,2007-09,
LAT-7.75_LON118.75,-7.75,118.75,2007,9,2007-09,
LAT-7.75_LON119.25,-7.75,119.25,2007,9,2007-09,
LAT-9.25_LON115.75,-9.25,115.75,2007,10,2007-10,
LAT-9.25_LON116.25,-9.25,116.25,2007,10,2007-10,
LAT-9.25_LON116.75,-9.25,116.75,2007,10,2007-10,
LAT-9.25_LON117.25,-9.25,117.25,2007,10,2007-10,
LAT-9.25_LON117.75,-9.25,117.75,2007,10,2007-10,
LAT-9.25_LON118.25,-9.25,118.25,2007,10,2007-10,
LAT-9.25_LON118.75,-9.25,118.75,2007,10,2007-10,
LAT-9.25_LON119.25,-9.25,119.25,2007,10,2007-10,
LAT-8.75_LON115.75,-8.75,115.75,2007,10,2007-10,
LAT-8.75_LON116.25,-8.75,116.25,2007,10,2007-10,22.28878386009123
LAT-8.75_LON116.75,-8.75,116.75,2007,10,2007-10,
LAT-8.75_LON117.25,-8.75,117.25,2007,10,2007-10,19.33317089138492
LAT-8.75_LON117.75,-8.75,117.75,2007,10,2007-10,
LAT-8.75_LON118.25,-8.75,118.25,2007,10,2007-10,
LAT-8.75_LON118.75,-8.75,118.75,2007,10,2007-10,22.24026331820796
LAT-8.75_LON119.25,-8.75,119.25,2007,10,2007-10,
LAT-8.25_LON115.75,-8.25,115.75,2007,10,2007-10,
LAT-8.25_LON116.25,-8.25,116.25,2007,10,2007-10,
LAT-8.25_LON116.75,-8.25,116.75,2007,10,2007-10,
LAT-8.25_LON117.25,-8.25,117.25,2007,10,2007-10,
LAT-8.25_LON117.75,-8.25,117.75,2007,10,2007-10,15.205531609904384
LAT-8.25_LON118.25,-8.25,118.25,2007,10,2007-10,
LAT-8.25_LON118.75,-8.25,118.75,2007,10,2007-10,
LAT-8.25_LON119.25,-8.25,119.25,2007,10,2007-10,
LAT-7.75_LON115.75,-7.75,115.75,2007,10,2007-10,
LAT-7.75_LON116.25,-7.75,116.25,2007,10,2007-10,
LAT-7.75_LON116.75,-7.75,116.75,2007,10,2007-10,
LAT-7.75_LON117.25,-7.75,117.25,2007,10,2007-10,
LAT-7.75_LON117.75,-7.75,117.75,2007,10,2007-10,
LAT-7.75_LON118.25,-7.75,118.25,2007,10,2007-10,
LAT-7.75_LON118.75,-7.75,118.75,2007,10,2007-10,
LAT-7.75_LON119.25,-7.75,119.25,2007,10,2007-10,
LAT-9.25_LON115.75,-9.25,115.75,2007,11,2007-11,
LAT-9.25_LON116.25,-9.25,116.25,2007,11,2007-11,
LAT-9.25_LON116.75,-9.25,116.75,2007,11,2007-11,
LAT-9.25_LON117.25,-9.25,117.25,2007,11,2007-11,
LAT-9.25_LON117.75,-9.25,117.75,2007,11,2007-11,
LAT-9.25_LON118.25,-9.25,118.25,2007,11,2007-11,
LAT-9.25_LON118.75,-9.25,118.75,2007,11,2007-11,
LAT-9.25_LON119.25,-9.25,119.25,2007,11,2007-11,
LAT-8.75_LON115.75,-8.75,115.75,2007,11,2007-11,
LAT-8.75_LON116.25,-8.75,116.25,2007,11,2007-11,23.472042720754942
