lat,lon,year,month,precip_mm
-8.75,117.75,2002,7,17.851215839385986
-8.75,118.25,2002,7,18.97906494140625
-8.75,118.75,2002,7,20.747857093811035
-8.25,116.25,2002,7,13.518880844116211
-8.25,117.75,2002,7,17.179324626922607
-7.75,117.25,2002,7,0
-8.75,116.25,2002,8,7.491763591766357
-8.75,116.75,2002,8,5.120700836181641
-8.75,117.25,2002,8,15.728172063827515
-8.75,117.75,2002,8,7.467271566390991
-8.75,118.25,2002,8,10.29254412651062
-8.75,118.75,2002,8,11.709371089935303
-8.25,116.25,2002,8,13.827231407165527
-8.25,117.75,2002,8,28.86105728149414
-7.75,117.25,2002,8,0
-8.75,116.25,2002,9,7.911812782287598
-8.75,116.75,2002,9,13.946236610412598
-8.75,117.25,2002,9,20.743125200271606
-8.75,117.75,2002,9,22.23080062866211
-8.75,118.25,2002,9,18.563698530197144
-8.75,118.75,2002,9,11.962892532348633
-8.25,116.25,2002,9,21.50271987915039
-8.25,117.75,2002,9,37.964332580566406
-7.75,117.25,2002,9,0
-8.75,116.25,2002,10,26.776931762695312
-8.75,116.75,2002,10,24.817575454711914
-8.75,117.25,2002,10,32.09964370727539
-8.75,117.75,2002,10,11.441790103912354
-8.75,118.25,2002,10,27.14264440536499
-8.75,118.75,2002,10,7.144498348236084
-8.25,116.25,2002,10,41.542327880859375
-8.25,117.75,2002,10,28.46544122695923
-7.75,117.25,2002,10,5.777665138244629
-8.75,116.25,2002,11,257.30439138412476
-8.75,116.75,2002,11,229.71900939941406
-8.75,117.25,2002,11,409.9273223876953
-8.75,117.75,2002,11,75.71748948097229
-8.75,118.25,2002,11,165.20509243011475
-8.75,118.75,2002,11,60.04693412780762
-8.25,116.25,2002,11,208.14558124542236
-8.25,117.75,2002,11,296.1396493911743
-7.75,117.25,2002,11,100.47895765304565
-8.75,116.25,2002,12,319.99681186676025
-8.75,116.75,2002,12,316.66630935668945
-8.75,117.25,2002,12,518.5759410858154
-8.75,117.75,2002,12,296.4091181755066
-8.75,118.25,2002,12,362.0302891731262
-8.75,118.75,2002,12,245.26883363723755
-8.25,116.25,2002,12,233.74592685699463
-8.25,117.75,2002,12,499.5608859062195
-7.75,117.25,2002,12,364.2809679508209
-8.75,116.25,2003,1,293.01176738739014
-8.75,116.75,2003,1,227.45070123672485
-8.75,117.25,2003,1,407.37671089172363
-8.75,117.75,2003,1,362.36748790740967
-8.75,118.25,2003,1,350.88549613952637
-8.75,118.75,2003,1,269.0284502506256
-8.25,116.25,2003,1,292.9268708229065
-8.25,117.75,2003,1,797.9556422233582
-7.75,117.25,2003,1,481.9664535522461
-8.75,116.25,2003,2,211.02948188781738
-8.75,116.75,2003,2,182.86321306228638
-8.75,117.25,2003,2,329.08112955093384
-8.75,117.75,2003,2,391.1147060394287
-8.75,118.25,2003,2,282.0539183616638
-8.75,118.75,2003,2,210.22972965240479
-8.25,116.25,2003,2,305.76574516296387
-8.25,117.75,2003,2,659.6968564987183
-7.75,117.25,2003,2,462.81497025489807
-8.75,116.25,2003,3,95.80331420898438
-8.75,116.75,2003,3,74.25386095046997
-8.75,117.25,2003,3,107.1465163230896
-8.75,117.75,2003,3,121.65988230705261
-8.75,118.25,2003,3,133.5740966796875
-8.75,118.75,2003,3,170.29424333572388
-8.25,116.25,2003,3,122.6358494758606
-8.25,117.75,2003,3,186.89922904968262
-7.75,117.25,2003,3,257.250599861145
-8.75,116.25,2003,4,98.14596509933472
-8.75,116.75,2003,4,76.35883140563965
-8.75,117.25,2003,4,121.90358638763428
-8.75,117.75,2003,4,93.56739807128906
-8.75,118.25,2003,4,75.33631896972656
-8.75,118.75,2003,4,84.76124000549316
-8.25,116.25,2003,4,64.96779918670654
-8.25,117.75,2003,4,151.16351318359375
-7.75,117.25,2003,4,89.39527797698975
-8.75,116.25,2003,5,88.33096694946289
-8.75,116.75,2003,5,71.1170654296875
-8.75,117.25,2003,5,39.48406982421875
-8.75,117.75,2003,5,27.909793853759766
-8.75,118.25,2003,5,52.67427444458008
-8.75,118.75,2003,5,42.741379737854004
-8.25,116.25,2003,5,65.66609954833984
-8.25,117.75,2003,5,87.25374603271484
-7.75,117.25,2003,5,62.32718849182129
-8.75,116.25,2003,6,48.950103759765625
-8.75,116.75,2003,6,37.00913190841675
-8.75,117.25,2003,6,34.966872215270996
-8.75,117.75,2003,6,39.7777419090271
-8.75,118.25,2003,6,45.667112827301025
-8.75,118.75,2003,6,43.52689456939697
-8.25,116.25,2003,6,47.67986059188843
-8.25,117.75,2003,6,94.17361497879028
-7.75,117.25,2003,6,69.99145555496216
-8.75,116.25,2003,7,16.5395450592041
-8.75,116.75,2003,7,5.275231122970581
-8.75,117.25,2003,7,24.667682647705078
-8.75,117.75,2003,7,15.326694011688232
-8.75,118.25,2003,7,16.633772134780884
-8.75,118.75,2003,7,19.02482318878174
-8.25,116.25,2003,7,11.86893892288208
-8.25,117.75,2003,7,14.853393793106079
-7.75,117.25,2003,7,0
-8.75,116.25,2003,8,5.3765881061553955
-8.75,116.75,2003,8,5.456954002380371
-8.75,117.25,2003,8,16.054089546203613
-8.75,117.75,2003,8,7.496171712875366
-8.75,118.25,2003,8,9.910942077636719
-8.75,118.75,2003,8,8.435175657272339
-8.25,116.25,2003,8,8.850356340408325
-8.25,117.75,2003,8,28.966635704040527
-7.75,117.25,2003,8,0
-8.75,116.25,2003,9,18.00919532775879
-8.75,116.75,2003,9,30.890374660491943
-8.75,117.25,2003,9,27.801517009735107
-8.75,117.75,2003,9,36.0186505317688
-8.75,118.25,2003,9,26.522476196289062
-8.75,118.75,2003,9,12.040249347686768
-8.25,116.25,2003,9,48.70634889602661
-8.25,117.75,2003,9,55.192102909088135
-7.75,117.25,2003,9,4.502568244934082
-8.75,116.25,2003,10,21.0666184425354
-8.75,116.75,2003,10,21.01887607574463
-8.75,117.25,2003,10,34.48931121826172
-8.75,117.75,2003,10,12.790993928909302
-8.75,118.25,2003,10,28.38732671737671
-8.75,118.75,2003,10,7.749364137649536
-8.25,116.25,2003,10,35.1915807723999
-8.25,117.75,2003,10,39.07292175292969
-7.75,117.25,2003,10,31.95547342300415
-8.75,116.25,2003,11,237.14749240875244
-8.75,116.75,2003,11,240.12974452972412
-8.75,117.25,2003,11,395.36598205566406
-8.75,117.75,2003,11,103.17433595657349
-8.75,118.25,2003,11,229.22916269302368
-8.75,118.75,2003,11,100.46029233932495
-8.25,116.25,2003,11,225.18256163597107
-8.25,117.75,2003,11,289.3171195983887
-7.75,117.25,2003,11,103.93115854263306
-8.75,116.25,2003,12,265.8122444152832
-8.75,116.75,2003,12,250.4710693359375
-8.75,117.25,2003,12,382.2068524360657
-8.75,117.75,2003,12,244.6362636089325
-8.75,118.25,2003,12,301.20539259910583
-8.75,118.75,2003,12,225.71043348312378
-8.25,116.25,2003,12,203.5038766860962
-8.25,117.75,2003,12,437.74200105667114
-7.75,117.25,2003,12,383.806921005249
-8.75,116.25,2004,1,170.10655117034912
-8.75,116.75,2004,1,131.24440240859985
-8.75,117.25,2004,1,230.85718250274658
-8.75,117.75,2004,1,195.94486904144287
-8.75,118.25,2004,1,168.43570518493652
-8.75,118.75,2004,1,115.80743789672852
-8.25,116.25,2004,1,141.7842288017273
-8.25,117.75,2004,1,305.4601821899414
-7.75,117.25,2004,1,178.9242968559265
-8.75,116.25,2004,2,243.52749705314636
-8.75,116.75,2004,2,173.9793758392334
-8.75,117.25,2004,2,323.13770818710327
-8.75,117.75,2004,2,364.9987726211548
-8.75,118.25,2004,2,263.4577798843384
-8.75,118.75,2004,2,220.95498180389404
-8.25,116.25,2004,2,293.7531795501709
-8.25,117.75,2004,2,557.444299697876
-7.75,117.25,2004,2,312.7865993976593
-8.75,116.25,2004,3,143.44186544418335
-8.75,116.75,2004,3,109.68534421920776
-8.75,117.25,2004,3,153.76403903961182
-8.75,117.75,2004,3,208.40210962295532
-8.75,118.25,2004,3,207.75443363189697
-8.75,118.75,2004,3,231.18427515029907
-8.25,116.25,2004,3,174.3984398841858
-8.25,117.75,2004,3,370.4738759994507
-7.75,117.25,2004,3,254.94243049621582
-8.75,116.25,2004,4,51.137020111083984
-8.75,116.75,2004,4,37.406630516052246
-8.75,117.25,2004,4,49.567161560058594
-8.75,117.75,2004,4,43.02871894836426
-8.75,118.25,2004,4,30.80754280090332
-8.75,118.75,2004,4,32.21661376953125
-8.25,116.25,2004,4,35.60523986816406
-8.25,117.75,2004,4,52.28047275543213
-7.75,117.25,2004,4,58.433900356292725
-8.75,116.25,2004,5,135.92217922210693
-8.75,116.75,2004,5,103.42268753051758
-8.75,117.25,2004,5,61.13547658920288
-8.75,117.75,2004,5,53.23090600967407
-8.75,118.25,2004,5,97.192458152771
-8.75,118.75,2004,5,106.00971984863281
-8.25,116.25,2004,5,93.24847173690796
-8.25,117.75,2004,5,153.62532806396484
-7.75,117.25,2004,5,97.60655117034912
-8.75,116.25,2004,6,18.55916690826416
-8.75,116.75,2004,6,14.311295986175537
-8.75,117.25,2004,6,17.704456329345703
-8.75,117.75,2004,6,22.314636707305908
-8.75,118.25,2004,6,28.246009349822998
-8.75,118.75,2004,6,33.57193398475647
-8.25,116.25,2004,6,26.71149206161499
-8.25,117.75,2004,6,53.87082505226135
-7.75,117.25,2004,6,10.237654447555542
-8.75,116.25,2004,7,16.734135627746582
-8.75,116.75,2004,7,5.287087440490723
-8.75,117.25,2004,7,24.13166308403015
-8.75,117.75,2004,7,14.882615566253662
-8.75,118.25,2004,7,16.113967895507812
-8.75,118.75,2004,7,18.33905553817749
-8.25,116.25,2004,7,8.363512516021729
-8.25,117.75,2004,7,14.409848690032959
-7.75,117.25,2004,7,0
-8.75,116.25,2004,8,5.19568133354187
-8.75,116.75,2004,8,5.4392077922821045
-8.75,117.25,2004,8,19.931559562683105
-8.75,117.75,2004,8,7.322341442108154
-8.75,118.25,2004,8,9.461028575897217
-8.75,118.75,2004,8,15.970953941345215
-8.25,116.25,2004,8,8.673891067504883
-8.25,117.75,2004,8,30.02563738822937
-7.75,117.25,2004,8,0
-8.75,116.25,2004,9,10.743732452392578
-8.75,116.75,2004,9,24.668782711029053
-8.75,117.25,2004,9,22.569444179534912
-8.75,117.75,2004,9,31.95971155166626
-8.75,118.25,2004,9,26.32403564453125
-8.75,118.75,2004,9,13.968106031417847
-8.25,116.25,2004,9,51.414265155792236
-8.25,117.75,2004,9,44.98882007598877
-7.75,117.25,2004,9,0
-8.75,116.25,2004,10,79.61102294921875
-8.75,116.75,2004,10,91.91197204589844
-8.75,117.25,2004,10,105.27301025390625
-8.75,117.75,2004,10,30.42540740966797
-8.75,118.25,2004,10,55.85171055793762
-8.75,118.75,2004,10,13.208039283752441
-8.25,116.25,2004,10,127.60099411010742
-8.25,117.75,2004,10,80.80015802383423
-7.75,117.25,2004,10,35.0501823425293
-8.75,116.25,2004,11,233.21760511398315
-8.75,116.75,2004,11,207.69012546539307
-8.75,117.25,2004,11,428.24766063690186
-8.75,117.75,2004,11,103.90122318267822
-8.75,118.25,2004,11,219.56593227386475
-8.75,118.75,2004,11,98.80615639686584
-8.25,116.25,2004,11,182.14638423919678
-8.25,117.75,2004,11,401.07017707824707
-7.75,117.25,2004,11,67.6636791229248
-8.75,116.25,2004,12,280.14519214630127
-8.75,116.75,2004,12,236.7149543762207
-8.75,117.25,2004,12,315.8854007720947
-8.75,117.75,2004,12,187.11583137512207
-8.75,118.25,2004,12,194.92096328735352
-8.75,118.75,2004,12,136.0729787349701
-8.25,116.25,2004,12,196.92399883270264
-8.25,117.75,2004,12,336.0703077316284
-7.75,117.25,2004,12,319.21391773223877
-8.75,116.25,2005,1,81.74436855316162
-8.75,116.75,2005,1,70.80003881454468
-8.75,117.25,2005,1,124.41960716247559
-8.75,117.75,2005,1,117.81233596801758
-8.75,118.25,2005,1,85.23034286499023
-8.75,118.75,2005,1,65.1963357925415
-8.25,116.25,2005,1,71.48889398574829
-8.25,117.75,2005,1,190.24817085266113
-7.75,117.25,2005,1,160.79580187797546
-8.75,116.25,2005,2,146.7790298461914
-8.75,116.75,2005,2,96.09981656074524
-8.75,117.25,2005,2,180.1118242740631
-8.75,117.75,2005,2,189.1745252609253
-8.75,118.25,2005,2,144.19599294662476
-8.75,118.75,2005,2,109.7536289691925
-8.25,116.25,2005,2,115.95397090911865
-8.25,117.75,2005,2,200.0436487197876
-7.75,117.25,2005,2,215.2956256866455
-8.75,116.25,2005,3,161.29616785049438
-8.75,116.75,2005,3,139.4704887866974
-8.75,117.25,2005,3,176.0665147304535
-8.75,117.75,2005,3,196.43687963485718
-8.75,118.25,2005,3,166.3804750442505
-8.75,118.75,2005,3,207.28120517730713
-8.25,116.25,2005,3,204.81933689117432
-8.25,117.75,2005,3,373.7230100631714
-7.75,117.25,2005,3,321.9351005554199
-8.75,116.25,2005,4,152.101571559906
-8.75,116.75,2005,4,109.98014056682587
-8.75,117.25,2005,4,170.30769729614258
-8.75,117.75,2005,4,153.86375427246094
-8.75,118.25,2005,4,151.01229858398438
-8.75,118.75,2005,4,192.27294540405273
-8.25,116.25,2005,4,159.83423233032227
-8.25,117.75,2005,4,419.604793548584
-7.75,117.25,2005,4,177.24921774864197
-8.75,116.25,2005,5,24.643945693969727
-8.75,116.75,2005,5,22.23677396774292
-8.75,117.25,2005,5,18.22414493560791
-8.75,117.75,2005,5,21.76538848876953
-8.75,118.25,2005,5,39.77187728881836
-8.75,118.75,2005,5,37.99626159667969
-8.25,116.25,2005,5,23.886123657226562
-8.25,117.75,2005,5,58.05988597869873
-7.75,117.25,2005,5,15.39307975769043
-8.75,116.25,2005,6,32.03763675689697
-8.75,116.75,2005,6,20.222723960876465
-8.75,117.25,2005,6,24.67755651473999
-8.75,117.75,2005,6,28.991056442260742
-8.75,118.25,2005,6,35.70704746246338
-8.75,118.75,2005,6,44.82960081100464
-8.25,116.25,2005,6,28.63975238800049
-8.25,117.75,2005,6,63.26276111602783
-7.75,117.25,2005,6,42.12399196624756
-8.75,116.25,2005,7,40.269744873046875
-8.75,116.75,2005,7,16.01947593688965
-8.75,117.25,2005,7,50.19301986694336
-8.75,117.75,2005,7,24.719717502593994
-8.75,118.25,2005,7,21.167999267578125
-8.75,118.75,2005,7,22.362895011901855
-8.25,116.25,2005,7,14.728864431381226
-8.25,117.75,2005,7,19.888413906097412
-7.75,117.25,2005,7,14.874241352081299
-8.75,116.25,2005,8,9.511067390441895
-8.75,116.75,2005,8,9.292414665222168
-8.75,117.25,2005,8,31.61501407623291
-8.75,117.75,2005,8,13.894905090332031
-8.75,118.25,2005,8,15.924757957458496
-8.75,118.75,2005,8,13.425638675689697
-8.25,116.25,2005,8,13.303900003433228
-8.25,117.75,2005,8,54.78320813179016
-7.75,117.25,2005,8,0
-8.75,116.25,2005,9,16.208035945892334
-8.75,116.75,2005,9,30.492916107177734
-8.75,117.25,2005,9,32.990745067596436
-8.75,117.75,2005,9,43.07575988769531
-8.75,118.25,2005,9,37.63124084472656
-8.75,118.75,2005,9,18.992437839508057
-8.25,116.25,2005,9,43.53198051452637
-8.25,117.75,2005,9,64.37138223648071
-7.75,117.25,2005,9,0
-8.75,116.25,2005,10,115.83820915222168
-8.75,116.75,2005,10,166.10222053527832
-8.75,117.25,2005,10,146.13198947906494
-8.75,117.75,2005,10,34.007189989089966
-8.75,118.25,2005,10,69.20821952819824
-8.75,118.75,2005,10,19.37053632736206
-8.25,116.25,2005,10,241.96490859985352
-8.25,117.75,2005,10,107.13052749633789
-7.75,117.25,2005,10,106.37122964859009
-8.75,116.25,2005,11,179.31149816513062
-8.75,116.75,2005,11,173.2991361618042
-8.75,117.25,2005,11,339.5998725891113
-8.75,117.75,2005,11,101.92385816574097
-8.75,118.25,2005,11,331.8318328857422
-8.75,118.75,2005,11,133.53348207473755
-8.25,116.25,2005,11,149.9083137512207
-8.25,117.75,2005,11,339.7501850128174
-7.75,117.25,2005,11,85.51639938354492
-8.75,116.25,2005,12,339.329381942749
-8.75,116.75,2005,12,335.99560022354126
-8.75,117.25,2005,12,545.2664551734924
-8.75,117.75,2005,12,327.48265051841736
-8.75,118.25,2005,12,408.63049507141113
-8.75,118.75,2005,12,351.65300035476685
-8.25,116.25,2005,12,243.8417730331421
-8.25,117.75,2005,12,596.2618441581726
-7.75,117.25,2005,12,799.3319082260132
-8.75,116.25,2006,1,320.05660343170166
-8.75,116.75,2006,1,245.18110918998718
-8.75,117.25,2006,1,444.4188060760498
-8.75,117.75,2006,1,377.85799407958984
-8.75,118.25,2006,1,353.4833650588989
-8.75,118.75,2006,1,282.32988452911377
-8.25,116.25,2006,1,385.5569705963135
-8.25,117.75,2006,1,924.8520736694336
-7.75,117.25,2006,1,373.0907413959503
-8.75,116.25,2006,2,178.64541101455688
-8.75,116.75,2006,2,121.2591552734375
-8.75,117.25,2006,2,240.15323972702026
-8.75,117.75,2006,2,311.73795223236084
-8.75,118.25,2006,2,188.37044715881348
-8.75,118.75,2006,2,165.68367195129395
-8.25,116.25,2006,2,205.23541927337646
-8.25,117.75,2006,2,408.9297561645508
-7.75,117.25,2006,2,223.786602973938
-8.75,116.25,2006,3,287.7395782470703
-8.75,116.75,2006,3,228.18888139724731
-8.75,117.25,2006,3,290.967453956604
-8.75,117.75,2006,3,390.15182304382324
-8.75,118.25,2006,3,362.71441078186035
-8.75,118.75,2006,3,409.77174282073975
-8.25,116.25,2006,3,407.6641139984131
-8.25,117.75,2006,3,791.3026084899902
-7.75,117.25,2006,3,441.98892879486084
-8.75,116.25,2006,4,146.65838623046875
-8.75,116.75,2006,4,145.28407955169678
-8.75,117.25,2006,4,221.2220139503479
-8.75,117.75,2006,4,177.87719440460205
-8.75,118.25,2006,4,178.13956117630005
-8.75,118.75,2006,4,205.8481388092041
-8.25,116.25,2006,4,120.67285108566284
-8.25,117.75,2006,4,340.32833099365234
-7.75,117.25,2006,4,184.6634979248047
-8.75,116.25,2006,5,145.08054161071777
-8.75,116.75,2006,5,114.30585479736328
-8.75,117.25,2006,5,71.38926601409912
-8.75,117.75,2006,5,58.08046054840088
-8.75,118.25,2006,5,101.71255731582642
-8.75,118.75,2006,5,114.3537244796753
-8.25,116.25,2006,5,118.88581275939941
-8.25,117.75,2006,5,191.89502716064453
-7.75,117.25,2006,5,121.76409530639648
-8.75,116.25,2006,6,36.72153282165527
-8.75,116.75,2006,6,33.36888647079468
-8.75,117.25,2006,6,28.944753170013428
-8.75,117.75,2006,6,28.023361682891846
-8.75,118.25,2006,6,31.869729042053223
-8.75,118.75,2006,6,31.61298704147339
-8.25,116.25,2006,6,59.52236557006836
-8.25,117.75,2006,6,66.92838668823242
-7.75,117.25,2006,6,50.62321424484253
-8.75,116.25,2006,7,29.56816864013672
-8.75,116.75,2006,7,8.810312271118164
-8.75,117.25,2006,7,34.36439347267151
-8.75,117.75,2006,7,16.855650424957275
-8.75,118.25,2006,7,14.962823390960693
-8.75,118.75,2006,7,18.845946788787842
-8.25,116.25,2006,7,13.891559600830078
-8.25,117.75,2006,7,12.68764328956604
-7.75,117.25,2006,7,0
-8.75,116.25,2006,8,5.053185939788818
-8.75,116.75,2006,8,7.01077675819397
-8.75,117.25,2006,8,15.872545003890991
-8.75,117.75,2006,8,7.38458251953125
-8.75,118.25,2006,8,9.861105918884277
-8.75,118.75,2006,8,8.417308807373047
-8.25,116.25,2006,8,7.805963039398193
-8.25,117.75,2006,8,29.496927618980408
-7.75,117.25,2006,8,0
-8.75,116.25,2006,9,5.839364290237427
-8.75,116.75,2006,9,12.005901336669922
-8.75,117.25,2006,9,13.381820440292358
-8.75,117.75,2006,9,21.977198481559753
-8.75,118.25,2006,9,20.5693416595459
-8.75,118.75,2006,9,11.869751453399658
-8.25,116.25,2006,9,17.020772218704224
-8.25,117.75,2006,9,31.63467025756836
-7.75,117.25,2006,9,0
-8.75,116.25,2006,10,23.367225646972656
-8.75,116.75,2006,10,24.22153902053833
-8.75,117.25,2006,10,26.065359115600586
-8.75,117.75,2006,10,14.087815284729004
-8.75,118.25,2006,10,32.46471405029297
-8.75,118.75,2006,10,8.366328477859497
-8.25,116.25,2006,10,33.329153537750244
-8.25,117.75,2006,10,34.36455011367798
-7.75,117.25,2006,10,7.325969457626343
-8.75,116.25,2006,11,62.511613845825195
-8.75,116.75,2006,11,63.94646072387695
-8.75,117.25,2006,11,80.28746604919434
-8.75,117.75,2006,11,19.723955154418945
-8.75,118.25,2006,11,36.21011400222778
-8.75,118.75,2006,11,15.929075956344604
-8.25,116.25,2006,11,40.862563610076904
-8.25,117.75,2006,11,23.482819080352783
-7.75,117.25,2006,11,20.04453134536743
-8.75,116.25,2006,12,293.2472016811371
-8.75,116.75,2006,12,292.6504912376404
-8.75,117.25,2006,12,449.77358531951904
-8.75,117.75,2006,12,246.7236247062683
-8.75,118.25,2006,12,287.74771308898926
-8.75,118.75,2006,12,226.30224990844727
-8.25,116.25,2006,12,185.34949111938477
-8.25,117.75,2006,12,351.7328906059265
-7.75,117.25,2006,12,402.9900107383728
-8.75,116.25,2007,1,94.70152282714844
-8.75,116.75,2007,1,81.20904731750488
-8.75,117.25,2007,1,140.08725929260254
-8.75,117.75,2007,1,97.27515983581543
-8.75,118.25,2007,1,102.07601237297058
-8.75,118.75,2007,1,81.15193676948547
-8.25,116.25,2007,1,98.8967752456665
-8.25,117.75,2007,1,214.39795684814453
-7.75,117.25,2007,1,112.33534550666809
-8.75,116.25,2007,2,187.39920854568481
-8.75,116.75,2007,2,158.35317039489746
-8.75,117.25,2007,2,278.108606338501
-8.75,117.75,2007,2,302.19664573669434
-8.75,118.25,2007,2,253.8696117401123
-8.75,118.75,2007,2,190.44147205352783
-8.25,116.25,2007,2,204.9475588798523
-8.25,117.75,2007,2,390.43016242980957
-7.75,117.25,2007,2,174.6264135837555
-8.75,116.25,2007,3,304.00939083099365
-8.75,116.75,2007,3,243.45284914970398
-8.75,117.25,2007,3,335.91150999069214
-8.75,117.75,2007,3,432.4147615432739
-8.75,118.25,2007,3,358.44948959350586
-8.75,118.75,2007,3,369.67232513427734
-8.25,116.25,2007,3,432.811318397522
-8.25,117.75,2007,3,732.4873466491699
-7.75,117.25,2007,3,540.7907824516296
-8.75,116.25,2007,4,179.35341548919678
-8.75,116.75,2007,4,183.01671695709229
-8.75,117.25,2007,4,260.628178358078
-8.75,117.75,2007,4,221.6518588066101
-8.75,118.25,2007,4,182.7293930053711
-8.75,118.75,2007,4,165.28503036499023
-8.25,116.25,2007,4,120.87257385253906
-8.25,117.75,2007,4,423.16493368148804
-7.75,117.25,2007,4,145.13125848770142
-8.75,116.25,2007,5,98.5582857131958
-8.75,116.75,2007,5,84.33445739746094
-8.75,117.25,2007,5,49.959983825683594
-8.75,117.75,2007,5,25.840065002441406
-8.75,118.25,2007,5,51.0689959526062
-8.75,118.75,2007,5,38.512768268585205
-8.25,116.25,2007,5,53.34415340423584
-8.25,117.75,2007,5,68.88441467285156
-7.75,117.25,2007,5,68.46776485443115
-8.75,116.25,2007,6,36.235785245895386
-8.75,116.75,2007,6,31.499095916748047
-8.75,117.25,2007,6,41.232765197753906
-8.75,117.75,2007,6,40.14168167114258
-8.75,118.25,2007,6,47.86789083480835
-8.75,118.75,2007,6,53.26910400390625
-8.25,116.25,2007,6,64.15230941772461
-8.25,117.75,2007,6,148.0175552368164
-7.75,117.25,2007,6,145.30128502845764
-8.75,116.25,2007,7,21.845292568206787
-8.75,116.75,2007,7,6.168280839920044
-8.75,117.25,2007,7,23.14634370803833
-8.75,117.75,2007,7,12.245938777923584
-8.75,118.25,2007,7,13.850265264511108
-8.75,118.75,2007,7,15.64845895767212
-8.25,116.25,2007,7,9.846704006195068
-8.25,117.75,2007,7,11.749796390533447
-7.75,117.25,2007,7,0
-8.75,116.25,2007,8,6.632618188858032
-8.75,116.75,2007,8,5.880563735961914
-8.75,117.25,2007,8,15.753640174865723
-8.75,117.75,2007,8,8.10507345199585
-8.75,118.25,2007,8,12.644201517105103
-8.75,118.75,2007,8,12.299136638641357
-8.25,116.25,2007,8,10.492115020751953
-8.25,117.75,2007,8,32.97356557846069
-7.75,117.25,2007,8,0
-8.75,116.25,2007,9,0
-8.75,116.75,2007,9,10.356062412261963
-8.75,117.25,2007,9,11.558637142181396
-8.75,117.75,2007,9,19.41663646697998
-8.75,118.25,2007,9,18.513937950134277
-8.75,118.75,2007,9,10.822995662689209
-8.25,116.25,2007,9,14.262582063674927
-8.25,117.75,2007,9,28.132079601287842
-7.75,117.25,2007,9,3.6226179599761963
-8.75,116.25,2007,10,45.60506057739258
-8.75,116.75,2007,10,52.659467697143555
-8.75,117.25,2007,10,55.009408950805664
-8.75,117.75,2007,10,17.36774444580078
-8.75,118.25,2007,10,44.63838195800781
-8.75,118.75,2007,10,16.863265991210938
-8.25,116.25,2007,10,30.935851097106934
-8.25,117.75,2007,10,39.0425910949707
-7.75,117.25,2007,10,22.64534902572632
-8.75,116.25,2007,11,140.47326755523682
-8.75,116.75,2007,11,157.298903465271
-8.75,117.25,2007,11,283.7949161529541
-8.75,117.75,2007,11,48.68738269805908
-8.75,118.25,2007,11,143.97714233398438
-8.75,118.75,2007,11,22.442062377929688
-8.25,116.25,2007,11,77.46118068695068
-8.25,117.75,2007,11,139.4081048965454
-7.75,117.25,2007,11,82.05107831954956
-8.75,116.25,2007,12,379.63294506073
-8.75,116.75,2007,12,400.409818649292
-8.75,117.25,2007,12,572.0172095298767
-8.75,117.75,2007,12,315.4523010253906
-8.75,118.25,2007,12,349.0641634464264
-8.75,118.75,2007,12,308.141774892807
-8.25,116.25,2007,12,258.7456908226013
-8.25,117.75,2007,12,544.8046913146973
-7.75,117.25,2007,12,658.3169178962708
-8.75,116.25,2008,1,164.18293642997742
-8.75,116.75,2008,1,130.7844054698944
-8.75,117.25,2008,1,185.55286693572998
-8.75,117.75,2008,1,172.26998805999756
-8.75,118.25,2008,1,182.73535871505737
-8.75,118.75,2008,1,133.39971590042114
-8.25,116.25,2008,1,172.84563899040222
-8.25,117.75,2008,1,316.3999376296997
-7.75,117.25,2008,1,200.93964052200317
-8.75,116.25,2008,2,248.82707381248474
-8.75,116.75,2008,2,192.0827465057373
-8.75,117.25,2008,2,371.9061884880066
-8.75,117.75,2008,2,424.05988359451294
-8.75,118.25,2008,2,333.6047525405884
-8.75,118.75,2008,2,268.2933692932129
-8.25,116.25,2008,2,292.7031502723694
-8.25,117.75,2008,2,754.4766626358032
-7.75,117.25,2008,2,548.857551574707
-8.75,116.25,2008,3,330.8724365234375
-8.75,116.75,2008,3,293.3913652896881
-8.75,117.25,2008,3,376.51047348976135
-8.75,117.75,2008,3,504.2466869354248
-8.75,118.25,2008,3,379.2377862930298
-8.75,118.75,2008,3,384.98289585113525
-8.25,116.25,2008,3,288.0649666786194
-8.25,117.75,2008,3,615.0394744873047
-7.75,117.25,2008,3,264.3162045478821
-8.75,116.25,2008,4,128.82462644577026
-8.75,116.75,2008,4,85.02353858947754
-8.75,117.25,2008,4,122.89713668823242
-8.75,117.75,2008,4,117.31245422363281
-8.75,118.25,2008,4,98.30380153656006
-8.75,118.75,2008,4,115.21803569793701
-8.25,116.25,2008,4,77.77938461303711
-8.25,117.75,2008,4,194.5655174255371
-7.75,117.25,2008,4,83.199294090271
-8.75,116.25,2008,5,68.26679992675781
-8.75,116.75,2008,5,55.49628448486328
-8.75,117.25,2008,5,35.78815841674805
-8.75,117.75,2008,5,33.02873992919922
-8.75,118.25,2008,5,46.45054626464844
-8.75,118.75,2008,5,40.49010467529297
-8.25,116.25,2008,5,61.592403411865234
-8.25,117.75,2008,5,79.69949340820312
-7.75,117.25,2008,5,44.29659128189087
-8.75,116.25,2008,6,33.34870529174805
-8.75,116.75,2008,6,23.19512176513672
-8.75,117.25,2008,6,25.72169065475464
-8.75,117.75,2008,6,22.62950897216797
